행정구역	2022년11월_총인구수	2022년11월_세대수	2022년11월_세대당 인구	2022년11월_남자 인구수	2022년11월_여자 인구수	2022년11월_남여 비율
전라북도 군산시 경암동(4513066000)	7,249	3,943	1.84	3,660	3,589	1.02
전라북도 군산시 구암동(4513067000)	8,523	4,119	2.07	4,265	4,258	1
전라북도 군산시 개정동(4513068000)	2,694	1,201	2.24	1,361	1,333	1.02
전라북도 군산시 수송동(4513069000)	54,083	21,141	2.56	26,955	27,128	0.99
전라북도 군산시 나운1동(4513070100)	12,927	6,243	2.07	6,480	6,447	1.01
전라북도 군산시 나운2동(4513070200)	22,570	9,555	2.36	10,881	11,689	0.93
전라북도 군산시 나운3동(4513070300)	31,078	14,024	2.22	15,534	15,544	1
전라북도 군산시 소룡동(4513071000)	17,210	9,154	1.88	9,550	7,660	1.25
전라북도 군산시 미성동(4513072000)	11,128	6,645	1.67	6,223	4,905	1.27
전라북도 익산시 (4514000000)	274,117	130,186	2.11	136,556	137,561	0.99
전라북도 익산시 함열읍(4514025000)	6,580	3,308	1.99	3,209	3,371	0.95
전라북도 익산시 오산면(4514031000)	7,496	3,793	1.98	3,709	3,787	0.98
전라북도 익산시 황등면(4514032000)	6,789	3,341	2.03	3,426	3,363	1.02
전라북도 익산시 함라면(4514033000)	2,206	1,203	1.83	1,095	1,111	0.99
전라북도 익산시 웅포면(4514034000)	1,505	837	1.8	769	736	1.04
전라북도 익산시 성당면(4514035000)	1,851	1,042	1.78	942	909	1.04
전라북도 익산시 용안면(4514036000)	2,557	1,467	1.74	1,285	1,272	1.01
전라북도 익산시 낭산면(4514037000)	2,915	1,586	1.84	1,544	1,371	1.13
전라북도 익산시 망성면(4514038000)	2,877	1,661	1.73	1,431	1,446	0.99
전라북도 익산시 여산면(4514039000)	3,210	1,781	1.8	1,617	1,593	1.02
전라북도 익산시 금마면(4514040000)	5,149	2,494	2.06	2,707	2,442	1.11
전라북도 익산시 왕궁면(4514041000)	4,151	2,404	1.73	2,125	2,026	1.05
전라북도 익산시 춘포면(4514042000)	4,268	2,326	1.83	2,184	2,084	1.05
전라북도 익산시 삼기면(4514043000)	2,530	1,305	1.94	1,315	1,215	1.08
전라북도 익산시 용동면(4514044000)	1,471	808	1.82	732	739	0.99
전라북도 익산시 중앙동(4514052000)	3,219	2,046	1.57	1,690	1,529	1.11
전라북도 익산시 평화동(4514053000)	4,558	2,364	1.93	2,412	2,146	1.12
전라북도 익산시 인화동(4514056000)	6,761	3,743	1.81	3,464	3,297	1.05
전라북도 익산시 동산동(4514057000)	21,416	10,054	2.13	10,489	10,927	0.96
전라북도 익산시 마동(4514058000)	9,560	4,787	2	4,868	4,692	1.04
전라북도 익산시 남중동(4514059500)	10,967	5,892	1.86	5,605	5,362	1.05
전라북도 익산시 모현동(4514061000)	38,345	16,230	2.36	18,604	19,741	0.94
전라북도 익산시 송학동(4514062000)	8,957	3,817	2.35	4,458	4,499	0.99
전라북도 익산시 영등1동(4514064600)	22,368	9,615	2.33	10,998	11,370	0.97
